Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
影,かげ,エイ,"bayangan, siluet, hantu","撮影【さつえい】fotografi (diam atau gerak), memotret, pembuatan film, penembakan, perekaman video","影響【えいきょう】pengaruh, efek, dampak","影【かげ】bayangan, siluet, angka, bentuk, refleksi, ...",https://kanjikana.com/id/kanji/影?jlpt=1,464
独,ひと.り,"ドク, トク","tunggal, sendiri, secara spontan, jerman","孤独【こどく】kesendirian, kesepian, isolasi",独創【どくそう】keaslian,"独自【どくじ】asli, unik, khas, karakteristik, aneh, ...",https://kanjikana.com/id/kanji/独?jlpt=1,365
派,,ハ,"faksi, kelompok, pesta, klik, sekte, sekolah","特派【とくは】kirim secara khusus, utusan khusus","派手【はで】menyolok, keras, mencolok","立派【りっぱ】luar biasa, baik, tampan, anggun, mengesankan, ...",https://kanjikana.com/id/kanji/派?jlpt=1,164
氏,"うじ, -うじ",シ,"nama keluarga, nama belakang, klan","氏【うじ】nama keluarga, garis keturunan, kelahiran, klan","氏【し】tuan, ibu, Nyonya, nyonya, klan, ...","彼氏【かれし】pacar, dia",https://kanjikana.com/id/kanji/氏?jlpt=1,84
監,,カン,"mengawasi, resmi, kantor pemerintah, aturan, mengelola","監視【かんし】pemantauan, menonton, pengamatan, pengawasan, menjaga, ...","監督【かんとく】pengawasan, kontrol, arah, direktur, pengawas, ...","監査【かんさ】inspeksi, audit, penghakiman",https://kanjikana.com/id/kanji/監?jlpt=1,408
攻,せ.める,コウ,"agresi, serangan, mengkritik, polandia","攻め【せめ】serangan, pelanggaran, puncak, hujan (dari), banjir",攻める【せめる】menyerang,"攻撃【こうげき】serangan, serbuan, serangan masif, menyinggung, kritik, ...",https://kanjikana.com/id/kanji/攻?jlpt=1,532
宮,みや,"キュウ, グウ, ク, クウ","kuil shinto, konstelasi, istana, putri",宮殿【きゅうでん】istana,"宮【きゅう】istana, tonik (dari skala pentatonik Jepang dan Cina), hukuman Tiongkok kuno (pengebirian untuk pria, atau penahanan untuk wanita), tanda zodiak","宮【みや】kuil, istana, kediaman kekaisaran, Pangeran kekaisaran, Putri kekaisaran, ...",https://kanjikana.com/id/kanji/宮?jlpt=1,367
佐,,サ,"asisten, bantu","大佐【たいさ】kolonel, kapten angkatan laut","少佐【しょうさ】utama, komandan letnan, komandan sayap",三佐【さんさ】mayor (JGSDF),https://kanjikana.com/id/kanji/佐?jlpt=1,474
姿,すがた,シ,"angka, bentuk","姿勢【しせい】postur, berpose, posisi, sikap, pendekatan","姿【すがた】angka, bentuk, penampilan, gaun, penyamaran, ...","後ろ姿【うしろすがた】penampilan dari belakang, orang yang dilihat dari belakang, pemandangan belakang, sosok yang mundur",https://kanjikana.com/id/kanji/姿?jlpt=1,441
傷,"きず, いた.む, いた.める",ショウ,"luka, sakit, melukai, mengganggu, nyeri, cedera, potong, bekas luka, titik lemah","傷つく【きずつく】terluka, cedera, merasa terluka, rusak, untuk ditanam chip, ...","中傷【ちゅうしょう】fitnah, oles","負傷【ふしょう】cedera, luka",https://kanjikana.com/id/kanji/傷?jlpt=1,845
素,もと,"ソ, ス","dasar, prinsip, telanjang, terbuka",炭素【たんそ】karbon (C),"元素【げんそ】unsur, unsur kimia, unsur klasik (misalnya tanah, air, udara, api), asal, sumber","質素【しっそ】sederhana, polos, hemat, dipesan",https://kanjikana.com/id/kanji/素?jlpt=1,660
救,すく.う,キュウ,"keselamatan, menyimpan, bantuan, penyelamatan, klaim kembali","救済【きゅうさい】bantuan, penyelamatan, keselamatan (agama), anugerah (Kristen)","救う【すくう】menyelamatkan dari, membantu keluar dari, menyimpan","救助【きゅうじょ】bantuan, penyelamatan",https://kanjikana.com/id/kanji/救?jlpt=1,799
価,あたい,"カ, ケ","nilai, harga","定価【ていか】harga daftar, harga normal, harga yang ditetapkan","価値【かち】nilai, jasa","評価【ひょうか】penilaian, evaluasi, perkiraan, peringkat, menilai, ...",https://kanjikana.com/id/kanji/価?jlpt=1,250
松,まつ,ショウ,pohon pin,"松【まつ】pohon pinus (Pinus spp.), tertinggi","赤松【あかまつ】pinus densiflora (pinus merah jepang), pinus payung jepang, pinus tanyosho","若松【わかまつ】pohon pinus muda, dekorasi pinus simbolik tahun baru",https://kanjikana.com/id/kanji/松?jlpt=1,471
壊,"こわ.す, こわ.れる, やぶ.る","カイ, エ","penghancuran, istirahat, hancurkan","破壊【はかい】kehancuran, gangguan, aplikasi macet","崩壊【ほうかい】runtuh, hancur, rusak, runuh, peluruhan radioaktif, ...","壊す【こわす】memecahkan, menghancurkan, merusak, membongkar",https://kanjikana.com/id/kanji/壊?jlpt=1,727
弁,"かんむり, わきま.える, わ.ける, はなびら, あらそ.う","ベン, ヘン","katup, kelopak, kepang, pidato, dialek, diskriminasi, membuang, membedakan, topi kerucut","勘弁【かんべん】maaf, pengampunan, kesabaran","弁論【べんろん】diskusi, debat, argumen","弁解【べんかい】penjelasan, alasan, pembenaran, pertahanan",https://kanjikana.com/id/kanji/弁?jlpt=1,619
援,,エン,"mendorong, bantu, simpan","応援【おうえん】bantuan, dukungan, penguatan, bersorak, mendukung","援助【えんじょ】bantuan, dukungan","支援【しえん】dukungan, bantuan",https://kanjikana.com/id/kanji/援?jlpt=1,312
貴,"たっと.い, とうと.い, たっと.ぶ, とうと.ぶ",キ,"berharga, nilai, hadiah, penghargaan, kehormatan","貴族【きぞく】mulia, aristokrat, rekan",貴重【きちょう】berharga,"兄貴【あにき】kakak laki-laki, senior seseorang, pria tua, pria yang lebih tua dari diri sendiri",https://kanjikana.com/id/kanji/貴?jlpt=1,970
崎,"さき, さい, みさき",キ,"tanah yang menjorok ke laut, cape, ludah","崎【さき】semenanjung kecil, cape, tanah yang menjorok ke laut",,,https://kanjikana.com/id/kanji/崎?jlpt=1,533
基,"もと, もとい",キ,"dasar-dasar, radikal, pencacah untuk mesin, dasar","基【もとい】dasar, pondasi, penyebab","基金【ききん】dana, dasar",基地【きち】basis,https://kanjikana.com/id/kanji/基?jlpt=1,241
故,"ゆえ, ふる.い, もと",コ,"kebetulan, terutama, sengaja, alasan, penyebab, keadaan, almarhum, oleh karena itu, karenanya","故人【こじん】orang yang telah meninggal, yang telah pergi, teman lama, kenalan lama","故郷【ふるさと】kampung halaman, tempat kelahiran, tempat asal, rumah lama seseorang, reruntuhan, ...","事故【じこ】kecelakaan, insiden, masalah, keadaan, alasan",https://kanjikana.com/id/kanji/故?jlpt=1,612
刑,,ケイ,"menghukum, hukuman, kalimat",死刑【しけい】hukuman mati,"刑罰【けいばつ】hukuman (pidana), hukuman, kalimat","刑【けい】hukuman, kalimat",https://kanjikana.com/id/kanji/刑?jlpt=1,864
嫌,"きら.う, きら.い, いや","ケン, ゲン","tidak suka, membenci, benci","嫌がる【いやがる】terlihat tidak nyaman, sepertinya membenci, mengungkapkan ketidaksukaan","好き嫌い【すききらい】suka dan tidak suka, pemilih (tentang makanan), kecerewetan, rasa, preferensi","嫌う【きらう】membenci, tidak suka",https://kanjikana.com/id/kanji/嫌?jlpt=1,1207
密,ひそ.か,ミツ,"kerahasiaan, kepadatan (populasi), ketelitian, kehati-hatian",密度【みつど】kepadatan,"過密【かみつ】kepadatan, kemacetan, kelebihan penduduk, penuh sesak, macet, ...","密集【みっしゅう】berkerumun, berkelompok bersama, formasi rapat, gerombolan",https://kanjikana.com/id/kanji/密?jlpt=1,815
裁,"た.つ, さば.く",サイ,"penjahit, hakim, keputusan, pola yang dipotong","制裁【せいさい】sanksi, hukuman","体裁【ていさい】penampilan (luar), format yang benar (misalnya dari sebuah esai), bentuk, gaya, penampilan, ...","裁く【さばく】menilai, memutuskan, menghakimi, mencoba",https://kanjikana.com/id/kanji/裁?jlpt=1,297
謝,あやま.る,シャ,"minta maaf, terima kasih, menolak",月謝【げっしゃ】biaya sekolah bulanan,"感謝【かんしゃ】terima kasih, rasa syukur, penghargaan, kesyukuran",謝る【あやまる】meminta maaf,https://kanjikana.com/id/kanji/謝?jlpt=1,1028
提,さ.げる,"テイ, チョウ, ダイ","mengusulkan, bawa bersama, membawa di tangan","提供【ていきょう】tawaran, lembut, menyediakan, memasok, mendonorkan (darah, organ, dll.), ...","前提【ぜんてい】kondisi, asumsi, prasyarat, hipotesis, niat, ...","提携【ていけい】kerjasama, ikatan, usaha bersama, kemitraan, alianza, ...",https://kanjikana.com/id/kanji/提?jlpt=1,254
衛,,"エイ, エ","pertahanan, perlindungan","守衛【しゅえい】penjaga keamanan, pengasuh, tukang bersih, penjaga pintu","防衛【ぼうえい】pertahanan, perlindungan",自衛【じえい】pembelaan diri,https://kanjikana.com/id/kanji/衛?jlpt=1,400
秘,"ひ.める, ひそ.か, かく.す",ヒ,"rahasia, menyembunyikan","秘書【ひしょ】(sekretaris) pribadi, buku berharga, buku rahasia","神秘【しんぴ】misteri, kekaburan, rahasia","秘密【ひみつ】rahasia, kerahasiaan, privasi, misteri, rahasia (misalnya untuk kesuksesan), ...",https://kanjikana.com/id/kanji/秘?jlpt=1,862
雄,"お-, おす, おん",ユウ,"maskulin, laki-laki, pahlawan, pemimpin, keunggulan",雄【おす】jantan,"英雄【えいゆう】pahlawan, pahlawan wanita, orang hebat, simfoni eroica (beethoven, 1804), polonaise heroik (chopin)","雄【お】pria, jantan, berani, heroik, lebih besar (dari keduanya), ...",https://kanjikana.com/id/kanji/雄?jlpt=1,669
隠,"かく.す, かく.し, かく.れる, よ.る","イン, オン","menyembunyikan, sembunyi, penutup","隠居【いんきょ】pensiun (dari pekerjaan), menjalani kehidupan yang tenang (setelah pensiun), pensiunan, menyerahkan kepemimpinan keluarga (sebelum PDII)","隠す【かくす】bersembunyi, menyembunyikan","隠れる【かくれる】menyembunyikan, tersembunyi, menyembunyikan diri, menghilang",https://kanjikana.com/id/kanji/隠?jlpt=1,1089
異,"こと, こと.なる, け",イ,"tidak umum, berbeda, keanehan seksual, keanehan, luar biasa, penasaran, tidak biasa","異議【いぎ】keberatan, perselisihan, protes","異論【いろん】pendapat yang berbeda, keberatan","驚異【きょうい】keajaiban, keheranan, anak ajaib",https://kanjikana.com/id/kanji/異?jlpt=1,631
銃,つつ,ジュウ,"senjata api, lengan","銃【じゅう】senjata api, senapan, senjata ringan","銃声【じゅうせい】suara tembakan, laporan tembakan senjata","銃撃【じゅうげき】penembakan, menembak mati",https://kanjikana.com/id/kanji/銃?jlpt=1,1013
興,"おこ.る, おこ.す","コウ, キョウ","menghibur, menghidupkan kembali, mengambil, minat, kesenangan","興奮【こうふん】kegembiraan, stimulasi, kegelisahan, gairah","復興【ふっこう】kebangkitan, rekonstruksi, restorasi, membangun kembali, pemulihan, ...","振興【しんこう】promosi, dorongan",https://kanjikana.com/id/kanji/興?jlpt=1,734
条,"えだ, すじ","ジョウ, チョウ, デキ","artikel, klausa, penghitung untuk artikel, klausa, paragraf, dll., ranting, barang, garis, coretan","条約【じょうやく】perjanjian, pakt, konvensi, kesepakatan","条件【じょうけん】kondisi, istilah, persyaratan, kualifikasi, prasyarat","条項【じょうこう】klausa, artikel, ketentuan",https://kanjikana.com/id/kanji/条?jlpt=1,363
修,"おさ.める, おさ.まる","シュウ, シュ","disiplin, bersikap baik, belajar, tuan","改修【かいしゅう】memperbaiki, perbaikan",修了【しゅうりょう】penyelesaian (kursus),専修【せんしゅう】spesialisasi,https://kanjikana.com/id/kanji/修?jlpt=1,603
振,"ふ.る, ふ.れる, ふ.るう",シン,"menggoyangkan, gelombang, anjing, ayunan","不振【ふしん】kebosanan, lesu, kebuntuan, ketidakaktifan, depresi","振興【しんこう】promosi, dorongan","振り【ふり】ayunan, mengguncang, gelombang, bergoyang, penampilan, ...",https://kanjikana.com/id/kanji/振?jlpt=1,614
審,"つまび.らか, つぶさ.に",シン,"pendengaran, hakim, percobaan","審査【しんさ】menghakimi, inspeksi, pemeriksaan, penyelidikan, ulasan","審議【しんぎ】pertimbangan, diskusi","不審【ふしん】ragu, kecurigaan, pertanyaan, keanehan",https://kanjikana.com/id/kanji/審?jlpt=1,412
脱,"ぬ.ぐ, ぬ.げる",ダツ,"membuka pakaian, menghapus, melarikan diri dari, menghilangkan, ditinggalkan, lepas landas","脱出【だっしゅつ】melarikan diri, terobosan, prolaps, proptosis","脱退【だったい】pengunduran diri, pemisahan, pergi, menarik keluar","脱ぐ【ぬぐ】melepas (pakaian, sepatu, dll.), membuka pakaian",https://kanjikana.com/id/kanji/脱?jlpt=1,782
司,つかさど.る,シ,"direktur, resmi, kantor pemerintah, aturan, mengelola","上司【じょうし】atasan, para atasan",司法【しほう】administrasi keadilan,"司会【しかい】memimpin rapat, memimpin upacara, ketua, pembawa acara, tuan rumah, ...",https://kanjikana.com/id/kanji/司?jlpt=1,759
沢,"さわ, うるお.い, うるお.す, つや",タク,"rawa, kecerdasan, anugerah","光沢【こうたく】kecemerlangan, polandia, kilap","贅沢【ぜいたく】kemewahan, hidup mewah, memanjakan diri sendiri, boros, melimpah, ...","沢山【たくさん】banyak, sejumlah besar, banyak sekali, tawaran yang baik, cukup, ...",https://kanjikana.com/id/kanji/沢?jlpt=1,296
魔,,マ,"penyihir, iblis, roh jahat","邪魔【じゃま】hambatan, rintangan, gangguan, mengunjungi, setan yang menghalangi pelatihan Buddha, ...","悪魔【あくま】setan, iblis, māra, roh jahat atau kekuatan yang menghalangi jalan seseorang menuju pencerahan","魔法【まほう】sihir, ilmu sihir, eja",https://kanjikana.com/id/kanji/魔?jlpt=1,1514
従,"したが.う, したが.える, より","ジュウ, ショウ, ジュ","mendampingi, patuhi, menyerahkan kepada, mengikuti, sekunder, insidental, bawahan","従業員【じゅうぎょういん】karyawan, pekerja","従来【じゅうらい】sampai sekarang, sejauh ini, tradisional, konvensional, biasa, ...","従事【じゅうじ】terlibat dalam (pekerjaan), mengejar (misalnya, studi), mengikuti (sebuah profesi), terlibat dalam",https://kanjikana.com/id/kanji/従?jlpt=1,601
激,はげ.しい,ゲキ,"kekerasan, bersemangat, marah, gesekan, menghasut","激増【げきぞう】peningkatan tajam, kenaikan mendadak","感激【かんげき】emosi mendalam, kesan, inspirasi","激しい【はげしい】kekerasan, marah, bergelora, ekstrem, intens, ...",https://kanjikana.com/id/kanji/激?jlpt=1,560
敵,"かたき, あだ, かな.う",テキ,"musuh, lawan","敵【かたき】saingan, lawan, pesaing, musuh (terutama yang sudah lama bermusuhan), musuh, ...","匹敵【ひってき】sepadan dengan, bersaing dengan, menyamai, dibandingkan dengan, setara dengan","敵【てき】lawan, saingan, ancaman, bahaya, musuh",https://kanjikana.com/id/kanji/敵?jlpt=1,1205
弾,"ひ.く, -ひ.き, はず.む, たま, はじ.く, はじ.ける, ただ.す, はじ.きゆみ","ダン, タン","peluru, bunyi, membalikkan, jepret","爆弾【ばくだん】bom, alkohol dengan tambahan minuman keras (khususnya highball shōchū berbasis anggur, juga bir dengan wiski)","弾力【だんりょく】kelenturan, fleksibilitas","弾む【はずむ】menuju musim semi, terikat, memantul, dirangsang, didorong, ...",https://kanjikana.com/id/kanji/弾?jlpt=1,853
響,ひび.く,キョウ,"gema, suara, bergema, cincin, bergetar","反響【はんきょう】gema, tanggapan, reaksi, dampak, sensasi, ...","響く【ひびく】bergema, terdengar jauh, menggoyang, bergetar, pulang, ...","響き【ひびき】gema, bunyi, kebisingan, kualitas suara (misalnya, frasa yang baik, suara jernih, lonceng yang beresonansi), perasaan suara, ...",https://kanjikana.com/id/kanji/響?jlpt=1,502
闘,"たたか.う, あらそ.う",トウ,"perkelahian, perang","戦闘【せんとう】pertempuran, perkelahian, pertarungan","闘士【とうし】pejuang, militan, juara, petinju","闘争【とうそう】perkelahian, pertempuran, pertarungan, konflik, perjuangan (untuk hak, upah yang lebih tinggi, dll.), ...",https://kanjikana.com/id/kanji/闘?jlpt=1,751
頑,かたく.な,ガン,"bandel, bodoh, teguh","頑固【がんこ】bandel, tegas, kepala batu","頑丈【がんじょう】padat, tegas, teguh, kekar, kuat, ...","頑張る【がんばる】bertahan, tetap melakukannya, bergantung pada, berusaha sebaik mungkin, untuk bersikeras bahwa, ...",https://kanjikana.com/id/kanji/頑?jlpt=1,1247
授,"さず.ける, さず.かる",ジュ,"menyampaikan, instruksikan, hibah, berunding","授ける【さずける】memberikan, memberi, memberikan penghargaan, mengajar, memberikan (pengetahuan)","助教授【じょきょうじゅ】dosen pembantu, dosen asosiasi","教授【きょうじゅ】profesor, mengajar, instruksi",https://kanjikana.com/id/kanji/授?jlpt=1,535
撮,"と.る, つま.む, -ど.り",サツ,"cuplikan, ambil gambar","撮影【さつえい】fotografi (diam atau gerak), memotret, pembuatan film, penembakan, perekaman video","撮る【とる】mengambil (foto), merekan (audio atau video), memfilmkan, menembak","特撮【とくさつ】efek khusus, efek suara, tokusatsu (genre film atau drama televisi live-action yang menggunakan efek khusus secara intensif, misalnya Godzilla)",https://kanjikana.com/id/kanji/撮?jlpt=1,1023
遺,のこ.す,"イ, ユイ","mewariskan, tinggalkan, cadangan","遺跡【いせき】sisa-sisa (arkeologis), reruntuhan, relik","遺体【いたい】mayat, sisa-sisa","遺憾【いかん】menyesal, tidak memuaskan, menyedihkan",https://kanjikana.com/id/kanji/遺?jlpt=1,647
策,,サク,"skema, rencana, kebijakan, langkah, berarti","策【さく】rencana, kebijakan, berarti, ukur, strategi, ...","方策【ほうさく】rencana, kebijakan","政策【せいさく】langkah politik, kebijakan",https://kanjikana.com/id/kanji/策?jlpt=1,209
拠,よ.る,"キョ, コ","titik pijakan, berdasarkan, mengikuti, maka dari itu",証拠【しょうこ】bukti,"根拠【こんきょ】dasar, dasar-dasar, alasan, otoritas, basis (operasi)","本拠【ほんきょ】benteng, benteng dalam, dasar, markas besar",https://kanjikana.com/id/kanji/拠?jlpt=1,858
功,いさお,"コウ, ク","pencapaian, kelebihan, kesuksesan, kehormatan, kredit","功績【こうせき】pencapaian, perbuatan berjasa, layanan terhormat, kontribusi","成功【せいこう】keberhasilan, pencapaian, berhasil (dalam hidup), kesuksesan duniawi, kemakmuran","功労【こうろう】perbuatan berjasa, layanan",https://kanjikana.com/id/kanji/功?jlpt=1,857
吉,よし,"キチ, キツ","semoga berhasil, kegembiraan, selamat","不吉【ふきつ】mengancam, menyeramkan, sial, tidak menguntungkan","吉【きち】keberuntungan baik, semoga berhasil, kemujuran, tanggal yang tidak ditentukan",吉兆【きっちょう】pertanda baik,https://kanjikana.com/id/kanji/吉?jlpt=1,711
奈,"いかん, からなし","ナ, ナイ, ダイ","nara, apa?","奈落【ならく】Naraka, Neraka, Hades, paling bawah, akhir, ...",,,https://kanjikana.com/id/kanji/奈?jlpt=1,841
驚,"おどろ.く, おどろ.かす",キョウ,"keajaiban, terkejut, takut, tercengang","驚き【おどろき】kejutan, keheranan, keajaiban","驚異【きょうい】keajaiban, keheranan, anak ajaib","驚かす【おどろかす】mengagetkan, menakutkan, menciptakan kehebohan",https://kanjikana.com/id/kanji/驚?jlpt=1,1141
整,"ととの.える, ととの.う",セイ,"mengorganisir, mengatur, melodi, nada, meter, kunci (musik)","整然【せいぜん】teratur, reguler, sistematis, potong rapi, rapi, ...","整える【ととのえる】menyusun, mengatur, merapikan, memperbaiki, meluruskan, ...","調整【ちょうせい】penyesuaian, peraturan, koordinasi, rekonsiliasi, penalaan, ...",https://kanjikana.com/id/kanji/整?jlpt=1,478
製,,セイ,"dibuat di..., membuat",製鉄【せいてつ】pembuatan besi,"製法【せいほう】metode pembuatan, resep, rumus","製【せい】-dibuat, buat",https://kanjikana.com/id/kanji/製?jlpt=1,488
織,"お.る, お.り, おり, -おり, -お.り","ショク, シキ","menenun, kain","織物【おりもの】tekstil, kain","織り【おり】menenun, barang tenunan",織る【おる】menenun,https://kanjikana.com/id/kanji/織?jlpt=1,608
訴,うった.える,ソ,"tuduhan, menggugat, mengeluh sakit, mengajak kepada","訴え【うったえ】gugatan, keluhan","訴える【うったえる】mengangkat, menarik perhatian (seseorang), mengajak (akal, emosi, dll.), mengerjakan (emosi seseorang), memanfaatkan (simpati seseorang), ...","訴訟【そしょう】perkara hukum, gugatan",https://kanjikana.com/id/kanji/訴?jlpt=1,427
街,まち,"ガイ, カイ","bulevar, jalan, kota","街【がい】jalan, kuartal, distrik, daerah",街頭【がいとう】di jalan,"市街【しがい】daerah perkotaan, jalan-jalan, kota",https://kanjikana.com/id/kanji/街?jlpt=1,891
惑,まど.う,ワク,"memikat, khayalan, kebingungan","惑星【わくせい】planet, kuda hitam, kandidat mengejutkan","誘惑【ゆうわく】godaan, pesona, umpan, penggodaan","疑惑【ぎわく】ragu, kekhawatiran, ketidakpercayaan, kecurigaan",https://kanjikana.com/id/kanji/惑?jlpt=1,777
